request_id,need_type,needed_quantity,location_requester,urgency,age,family_members,is_family
3916,علاج,8,الأقصر,متوسط,76,4,1
3917,علاج,1,طنطا,متوسط,57,1,0
3918,أكل,7,المنصورة,منخفض,16,4,1
3919,علاج,3,طنطا,متوسط,61,1,0
3920,لبس,2,المنصورة,منخفض,58,1,0
3921,علاج,7,أسوان,عاجل,65,4,1
3922,علاج,1,طنطا,متوسط,27,1,0
3923,علاج,5,الإسكندرية,متوسط,66,3,1
3924,علاج,8,طنطا,عاجل,41,4,1
3925,أكل,5,الإسكندرية,عاجل,16,3,1
3926,أكل,5,طنطا,منخفض,10,3,1
3927,علاج,8,القاهرة,متوسط,51,4,1
3928,أكل,2,طنطا,عاجل,74,1,0
3929,علاج,4,الإسكندرية,منخفض,79,2,1
3930,علاج,9,الإسكندرية,متوسط,16,5,1
3931,علاج,6,بورسعيد,متوسط,60,3,1
3932,علاج,1,طنطا,متوسط,79,1,0
3933,علاج,10,الأقصر,عاجل,4,5,1
3934,علاج,10,بورسعيد,عاجل,31,5,1
3935,علاج,10,القاهرة,عاجل,37,5,1
3936,علاج,7,المنصورة,متوسط,49,4,1
3937,أكل,10,أسوان,منخفض,57,5,1
3938,لبس,5,الإسكندرية,متوسط,30,3,1
3939,علاج,5,بورسعيد,عاجل,19,3,1
3940,علاج,2,الجيزة,منخفض,69,1,0
3941,علاج,9,القاهرة,متوسط,49,5,1
3942,علاج,4,الجيزة,متوسط,68,2,1
3943,أكل,7,الأقصر,منخفض,19,4,1
3944,أكل,6,القاهرة,عاجل,58,3,1
3945,علاج,1,الإسكندرية,منخفض,39,1,0
3946,أكل,4,القاهرة,منخفض,70,2,1
3947,علاج,2,المنصورة,متوسط,52,1,0
3948,علاج,10,طنطا,منخفض,23,5,1
3949,لبس,9,أسوان,عاجل,3,5,1
3950,علاج,9,الأقصر,منخفض,24,5,1
3951,علاج,5,الجيزة,عاجل,54,3,1
3952,علاج,10,الجيزة,منخفض,77,5,1
3953,علاج,8,أسوان,متوسط,17,4,1
3954,أكل,9,الإسكندرية,عاجل,31,5,1
3955,علاج,1,الإسكندرية,متوسط,25,1,0
3956,لبس,5,بورسعيد,متوسط,77,3,1
3957,علاج,3,الأقصر,متوسط,67,1,0
3958,أكل,2,الإسكندرية,عاجل,38,1,0
3959,علاج,5,الإسكندرية,منخفض,48,3,1
3960,علاج,1,الجيزة,عاجل,29,1,0
3961,علاج,1,الإسكندرية,منخفض,35,1,0
3962,علاج,1,بورسعيد,منخفض,49,1,0
3963,أكل,3,الأقصر,عاجل,49,1,0
3964,علاج,5,القاهرة,متوسط,46,3,1
3965,علاج,5,طنطا,منخفض,69,3,1
3966,لبس,1,بورسعيد,متوسط,35,1,0
3967,علاج,2,أسوان,منخفض,73,1,0
3968,علاج,9,أسوان,متوسط,52,5,1
3969,علاج,3,بورسعيد,متوسط,5,1,0
3970,علاج,10,المنصورة,متوسط,75,5,1
3971,لبس,10,الأقصر,منخفض,63,5,1
3972,علاج,1,الأقصر,عاجل,78,1,0
3973,علاج,3,طنطا,منخفض,80,1,0
3974,علاج,7,طنطا,عاجل,59,4,1
3975,علاج,3,بورسعيد,متوسط,49,1,0
3976,علاج,3,القاهرة,عاجل,42,1,0
3977,علاج,7,المنصورة,متوسط,64,4,1
3978,علاج,6,طنطا,عاجل,39,3,1
3979,لبس,9,الإسكندرية,عاجل,67,5,1
3980,علاج,2,أسوان,عاجل,78,1,0
3981,علاج,10,الجيزة,عاجل,17,5,1
3982,أكل,1,الجيزة,متوسط,39,1,0
3983,علاج,8,طنطا,عاجل,79,4,1
3984,أكل,5,بورسعيد,عاجل,37,3,1
3985,أكل,4,الأقصر,متوسط,3,2,1
3986,علاج,8,أسوان,عاجل,70,4,1
3987,أكل,10,طنطا,منخفض,42,5,1
3988,لبس,3,الإسكندرية,متوسط,2,1,0
3989,علاج,3,الإسكندرية,متوسط,24,1,0
3990,علاج,1,المنصورة,متوسط,55,1,0
3991,علاج,5,طنطا,متوسط,73,3,1
3992,علاج,6,طنطا,منخفض,17,3,1
3993,علاج,6,بورسعيد,منخفض,1,3,1
3994,علاج,7,الجيزة,منخفض,56,4,1
3995,علاج,3,الأقصر,عاجل,40,1,0
3996,علاج,5,المنصورة,منخفض,21,3,1
3997,أكل,4,المنصورة,منخفض,80,2,1
3998,أكل,1,القاهرة,متوسط,63,1,0
3999,علاج,3,الجيزة,متوسط,45,1,0
4000,علاج,2,الإسكندرية,عاجل,19,1,0
4001,علاج,10,الجيزة,منخفض,26,5,1
4002,علاج,4,المنصورة,متوسط,25,2,1
4003,علاج,5,الأقصر,متوسط,58,3,1
4004,علاج,1,الأقصر,متوسط,56,1,0
4005,علاج,9,طنطا,عاجل,29,5,1
4006,أكل,8,طنطا,متوسط,10,4,1
4007,علاج,1,أسوان,عاجل,62,1,0
4008,علاج,3,أسوان,عاجل,35,1,0
4009,علاج,5,القاهرة,منخفض,10,3,1
4010,علاج,1,أسوان,متوسط,70,1,0
4011,علاج,2,أسوان,متوسط,34,1,0
4012,علاج,7,أسوان,عاجل,78,4,1
4013,علاج,1,المنصورة,منخفض,1,1,0
4014,أكل,10,بورسعيد,عاجل,40,5,1
4015,أكل,9,الأقصر,عاجل,32,5,1
4016,علاج,3,الإسكندرية,عاجل,70,1,0
4017,علاج,10,طنطا,منخفض,21,5,1
4018,أكل,4,أسوان,منخفض,71,2,1
4019,لبس,1,المنصورة,منخفض,70,1,0
4020,علاج,6,الإسكندرية,منخفض,44,3,1
4021,لبس,7,بورسعيد,عاجل,31,4,1
4022,علاج,3,بورسعيد,عاجل,25,1,0
4023,لبس,5,القاهرة,منخفض,65,3,1
4024,علاج,1,المنصورة,عاجل,77,1,0
4025,علاج,2,الجيزة,منخفض,37,1,0
4026,أكل,4,الإسكندرية,متوسط,49,2,1
4027,لبس,9,الأقصر,منخفض,44,5,1
4028,لبس,3,طنطا,عاجل,24,1,0
4029,أكل,10,طنطا,عاجل,38,5,1
4030,علاج,3,الإسكندرية,عاجل,41,1,0
4031,علاج,1,المنصورة,متوسط,35,1,0
4032,لبس,5,المنصورة,متوسط,8,3,1
4033,علاج,3,بورسعيد,عاجل,57,1,0
4034,علاج,2,القاهرة,منخفض,32,1,0
4035,علاج,8,طنطا,متوسط,17,4,1
4036,علاج,6,طنطا,عاجل,47,3,1
4037,علاج,7,الجيزة,منخفض,69,4,1
4038,علاج,6,المنصورة,منخفض,58,3,1
4039,علاج,9,طنطا,عاجل,43,5,1
4040,علاج,1,طنطا,متوسط,31,1,0
4041,لبس,1,الإسكندرية,منخفض,68,1,0
4042,علاج,7,الأقصر,عاجل,80,4,1
4043,أكل,1,بورسعيد,منخفض,6,1,0
4044,علاج,1,بورسعيد,متوسط,4,1,0
4045,علاج,1,الأقصر,متوسط,21,1,0
4046,علاج,6,المنصورة,منخفض,77,3,1
4047,أكل,10,الإسكندرية,متوسط,6,5,1
4048,علاج,9,طنطا,عاجل,18,5,1
4049,علاج,5,المنصورة,متوسط,35,3,1
4050,علاج,1,الأقصر,منخفض,72,1,0
4051,علاج,5,الجيزة,عاجل,66,3,1
4052,علاج,1,القاهرة,منخفض,71,1,0
4053,لبس,6,بورسعيد,منخفض,37,3,1
4054,علاج,3,الإسكندرية,منخفض,48,1,0
4055,علاج,10,المنصورة,متوسط,41,5,1
4056,علاج,1,بورسعيد,متوسط,14,1,0
4057,لبس,9,طنطا,عاجل,58,5,1
4058,علاج,3,طنطا,متوسط,3,1,0
4059,لبس,2,أسوان,منخفض,47,1,0
4060,لبس,4,القاهرة,عاجل,57,2,1
4061,علاج,2,طنطا,متوسط,13,1,0
4062,أكل,6,المنصورة,منخفض,8,3,1
4063,علاج,5,الأقصر,عاجل,27,3,1
4064,لبس,5,المنصورة,منخفض,34,3,1
4065,علاج,5,أسوان,عاجل,13,3,1
4066,علاج,8,القاهرة,منخفض,59,4,1
4067,علاج,2,طنطا,متوسط,39,1,0
4068,علاج,4,طنطا,متوسط,50,2,1
4069,علاج,4,أسوان,منخفض,78,2,1
4070,علاج,9,المنصورة,متوسط,71,5,1
4071,علاج,8,القاهرة,عاجل,32,4,1
4072,علاج,8,الجيزة,منخفض,34,4,1
4073,علاج,2,الإسكندرية,عاجل,4,1,0
4074,علاج,8,أسوان,متوسط,25,4,1
4075,علاج,10,المنصورة,عاجل,18,5,1
4076,علاج,5,الأقصر,متوسط,24,3,1
4077,لبس,4,الإسكندرية,متوسط,59,2,1
4078,علاج,3,الأقصر,متوسط,57,1,0
4079,علاج,3,بورسعيد,منخفض,69,1,0
4080,علاج,1,الإسكندرية,متوسط,24,1,0
4081,أكل,5,القاهرة,متوسط,55,3,1
4082,علاج,3,الأقصر,متوسط,18,1,0
4083,علاج,2,الإسكندرية,منخفض,2,1,0
4084,لبس,6,الجيزة,متوسط,35,3,1
4085,علاج,7,القاهرة,متوسط,42,4,1
4086,علاج,10,الجيزة,عاجل,71,5,1
4087,أكل,1,طنطا,متوسط,32,1,0
4088,علاج,3,طنطا,منخفض,20,1,0
4089,علاج,8,المنصورة,عاجل,27,4,1
4090,علاج,9,القاهرة,متوسط,52,5,1
4091,علاج,1,المنصورة,عاجل,27,1,0
4092,أكل,4,طنطا,متوسط,43,2,1
4093,علاج,10,الأقصر,متوسط,37,5,1
4094,أكل,8,الأقصر,منخفض,7,4,1
4095,لبس,1,طنطا,متوسط,47,1,0
4096,علاج,8,طنطا,عاجل,48,4,1
4097,علاج,3,القاهرة,عاجل,32,1,0
4098,علاج,9,أسوان,منخفض,52,5,1
4099,علاج,2,أسوان,منخفض,58,1,0
4100,علاج,8,بورسعيد,عاجل,67,4,1
4101,علاج,10,القاهرة,متوسط,74,5,1
4102,لبس,10,الجيزة,متوسط,77,5,1
4103,علاج,1,أسوان,منخفض,2,1,0
4104,علاج,4,الإسكندرية,متوسط,56,2,1
4105,علاج,3,بورسعيد,منخفض,33,1,0
4106,علاج,2,الإسكندرية,منخفض,71,1,0
4107,علاج,2,أسوان,متوسط,79,1,0
4108,لبس,4,الأقصر,عاجل,1,2,1
4109,علاج,8,طنطا,منخفض,21,4,1
4110,علاج,9,الأقصر,متوسط,39,5,1
4111,علاج,6,طنطا,منخفض,60,3,1
4112,علاج,8,أسوان,منخفض,65,4,1
4113,علاج,4,المنصورة,منخفض,70,2,1
4114,أكل,6,الأقصر,عاجل,50,3,1
4115,علاج,2,بورسعيد,منخفض,33,1,0
4116,لبس,7,الأقصر,منخفض,74,4,1
4117,لبس,7,القاهرة,منخفض,42,4,1
4118,علاج,8,الأقصر,منخفض,50,4,1
4119,علاج,4,القاهرة,منخفض,57,2,1
4120,علاج,2,القاهرة,منخفض,8,1,0
4121,علاج,2,طنطا,منخفض,17,1,0
4122,علاج,6,أسوان,متوسط,58,3,1
4123,علاج,5,أسوان,متوسط,67,3,1
4124,لبس,6,المنصورة,متوسط,13,3,1
4125,علاج,7,الأقصر,عاجل,1,4,1
4126,علاج,8,أسوان,منخفض,54,4,1
4127,لبس,1,أسوان,عاجل,54,1,0
4128,لبس,6,الجيزة,عاجل,23,3,1
4129,لبس,2,المنصورة,متوسط,1,1,0
4130,علاج,9,طنطا,منخفض,55,5,1
4131,علاج,6,المنصورة,عاجل,9,3,1
4132,علاج,7,بورسعيد,متوسط,80,4,1
4133,علاج,4,طنطا,عاجل,23,2,1
4134,لبس,1,بورسعيد,متوسط,78,1,0
4135,أكل,4,الأقصر,منخفض,75,2,1
4136,علاج,2,المنصورة,منخفض,63,1,0
4137,علاج,5,أسوان,متوسط,72,3,1
4138,علاج,6,الجيزة,منخفض,35,3,1
4139,لبس,6,القاهرة,متوسط,27,3,1
4140,علاج,8,القاهرة,منخفض,2,4,1
4141,علاج,4,الأقصر,منخفض,3,2,1
4142,علاج,9,القاهرة,متوسط,56,5,1
4143,علاج,10,الأقصر,متوسط,19,5,1
4144,علاج,2,أسوان,منخفض,77,1,0
4145,علاج,5,القاهرة,متوسط,25,3,1
4146,أكل,4,الجيزة,منخفض,57,2,1
4147,علاج,5,طنطا,متوسط,47,3,1
4148,أكل,5,الجيزة,منخفض,55,3,1
4149,علاج,9,الإسكندرية,عاجل,1,5,1
4150,علاج,3,أسوان,متوسط,67,1,0
4151,علاج,5,الجيزة,منخفض,54,3,1
4152,علاج,4,الإسكندرية,متوسط,4,2,1
4153,لبس,9,طنطا,منخفض,80,5,1
4154,علاج,7,المنصورة,متوسط,67,4,1
4155,علاج,4,طنطا,متوسط,52,2,1
4156,علاج,2,أسوان,عاجل,68,1,0
4157,علاج,9,الإسكندرية,متوسط,19,5,1
4158,لبس,10,الأقصر,متوسط,80,5,1
4159,أكل,7,الإسكندرية,عاجل,18,4,1
4160,علاج,4,المنصورة,عاجل,58,2,1
4161,علاج,1,الإسكندرية,عاجل,30,1,0
4162,علاج,1,القاهرة,منخفض,55,1,0
4163,علاج,9,المنصورة,عاجل,71,5,1
4164,علاج,10,أسوان,منخفض,34,5,1
4165,علاج,7,المنصورة,متوسط,41,4,1
4166,علاج,2,القاهرة,متوسط,27,1,0
4167,أكل,6,الجيزة,متوسط,64,3,1
4168,علاج,10,الأقصر,متوسط,66,5,1
4169,علاج,7,أسوان,متوسط,71,4,1
4170,لبس,9,المنصورة,متوسط,27,5,1
4171,علاج,1,المنصورة,متوسط,11,1,0
4172,علاج,7,الجيزة,عاجل,15,4,1
4173,علاج,1,الإسكندرية,منخفض,12,1,0
4174,أكل,3,طنطا,منخفض,13,1,0
4175,أكل,8,القاهرة,متوسط,50,4,1
4176,أكل,2,القاهرة,متوسط,76,1,0
4177,علاج,3,الإسكندرية,متوسط,71,1,0
4178,علاج,5,طنطا,منخفض,39,3,1
4179,أكل,4,طنطا,عاجل,54,2,1
4180,علاج,9,طنطا,منخفض,29,5,1
4181,لبس,8,أسوان,متوسط,57,4,1
4182,أكل,3,بورسعيد,عاجل,42,1,0
4183,علاج,1,بورسعيد,متوسط,5,1,0
4184,علاج,2,المنصورة,منخفض,78,1,0
4185,علاج,9,الأقصر,منخفض,36,5,1
4186,لبس,6,الجيزة,عاجل,10,3,1
4187,لبس,8,القاهرة,منخفض,14,4,1
4188,علاج,6,القاهرة,عاجل,52,3,1
4189,أكل,6,طنطا,منخفض,78,3,1
4190,أكل,10,المنصورة,متوسط,80,5,1
4191,أكل,3,بورسعيد,منخفض,39,1,0
4192,لبس,7,الأقصر,متوسط,53,4,1
4193,لبس,1,بورسعيد,متوسط,55,1,0
4194,أكل,7,بورسعيد,عاجل,79,4,1
4195,علاج,8,بورسعيد,عاجل,46,4,1
4196,لبس,8,الإسكندرية,منخفض,19,4,1
4197,علاج,2,طنطا,منخفض,27,1,0
4198,علاج,10,الجيزة,متوسط,72,5,1
4199,علاج,5,الإسكندرية,متوسط,30,3,1
4200,أكل,7,أسوان,متوسط,71,4,1
4201,علاج,5,الإسكندرية,منخفض,56,3,1
4202,علاج,4,الأقصر,متوسط,50,2,1
4203,لبس,7,الإسكندرية,منخفض,16,4,1
4204,علاج,10,أسوان,منخفض,37,5,1
4205,علاج,8,الأقصر,منخفض,79,4,1
4206,أكل,8,القاهرة,متوسط,2,4,1
4207,أكل,9,الجيزة,متوسط,73,5,1
4208,علاج,5,الجيزة,عاجل,39,3,1
4209,علاج,7,القاهرة,منخفض,76,4,1
4210,علاج,8,المنصورة,متوسط,4,4,1
4211,علاج,3,طنطا,متوسط,31,1,0
4212,علاج,7,أسوان,منخفض,4,4,1
4213,علاج,10,طنطا,منخفض,24,5,1
4214,علاج,7,طنطا,متوسط,59,4,1
4215,علاج,7,الجيزة,متوسط,56,4,1
4216,علاج,6,طنطا,عاجل,36,3,1
4217,علاج,3,الإسكندرية,منخفض,29,1,0
4218,علاج,9,القاهرة,عاجل,27,5,1
4219,علاج,9,بورسعيد,متوسط,63,5,1
4220,علاج,1,الجيزة,متوسط,58,1,0
4221,لبس,3,الأقصر,متوسط,52,1,0
4222,لبس,1,الإسكندرية,متوسط,32,1,0
4223,علاج,5,طنطا,متوسط,56,3,1
4224,علاج,1,الإسكندرية,منخفض,50,1,0
4225,علاج,7,بورسعيد,عاجل,73,4,1
4226,علاج,7,أسوان,متوسط,75,4,1
4227,علاج,8,المنصورة,متوسط,34,4,1
4228,علاج,1,القاهرة,عاجل,71,1,0
4229,علاج,6,أسوان,عاجل,27,3,1
4230,علاج,5,طنطا,متوسط,19,3,1
4231,علاج,4,القاهرة,متوسط,61,2,1
4232,أكل,5,أسوان,متوسط,49,3,1
4233,علاج,2,أسوان,منخفض,62,1,0
4234,علاج,3,أسوان,عاجل,15,1,0
4235,علاج,8,المنصورة,منخفض,41,4,1
4236,علاج,1,الأقصر,عاجل,75,1,0
4237,علاج,8,المنصورة,منخفض,56,4,1
4238,علاج,4,القاهرة,منخفض,68,2,1
4239,أكل,1,الجيزة,منخفض,69,1,0
4240,أكل,5,بورسعيد,منخفض,11,3,1
4241,أكل,5,بورسعيد,متوسط,62,3,1
4242,علاج,2,القاهرة,متوسط,71,1,0
4243,علاج,2,القاهرة,منخفض,52,1,0
4244,لبس,7,المنصورة,عاجل,43,4,1
4245,علاج,9,القاهرة,عاجل,55,5,1
4246,علاج,4,الجيزة,متوسط,34,2,1
4247,علاج,4,القاهرة,متوسط,5,2,1
4248,علاج,1,الإسكندرية,منخفض,56,1,0
4249,علاج,6,القاهرة,منخفض,42,3,1
4250,لبس,2,الجيزة,متوسط,20,1,0
4251,علاج,8,القاهرة,عاجل,41,4,1
4252,لبس,10,الإسكندرية,عاجل,13,5,1
4253,علاج,4,أسوان,عاجل,18,2,1
4254,أكل,1,أسوان,عاجل,76,1,0
4255,علاج,3,القاهرة,متوسط,49,1,0
4256,أكل,2,طنطا,عاجل,15,1,0
4257,علاج,5,بورسعيد,عاجل,74,3,1
4258,علاج,3,أسوان,عاجل,67,1,0
4259,علاج,3,بورسعيد,منخفض,77,1,0
4260,علاج,5,أسوان,عاجل,28,3,1
4261,علاج,7,الأقصر,متوسط,79,4,1
4262,أكل,3,الأقصر,متوسط,66,1,0
4263,علاج,5,الإسكندرية,منخفض,7,3,1
4264,لبس,4,طنطا,متوسط,61,2,1
4265,لبس,10,أسوان,عاجل,80,5,1
4266,لبس,7,الجيزة,متوسط,23,4,1
4267,لبس,6,الجيزة,متوسط,63,3,1
4268,لبس,4,القاهرة,منخفض,54,2,1
4269,أكل,5,المنصورة,متوسط,29,3,1
4270,علاج,6,الإسكندرية,متوسط,57,3,1
4271,علاج,6,بورسعيد,متوسط,27,3,1
4272,علاج,7,المنصورة,منخفض,74,4,1
4273,علاج,4,الإسكندرية,متوسط,26,2,1
4274,علاج,10,الإسكندرية,متوسط,14,5,1
4275,أكل,3,المنصورة,منخفض,54,1,0
4276,علاج,9,بورسعيد,متوسط,35,5,1
4277,لبس,7,أسوان,منخفض,55,4,1
4278,علاج,1,طنطا,عاجل,51,1,0
4279,علاج,5,المنصورة,منخفض,31,3,1
4280,علاج,2,طنطا,عاجل,46,1,0
4281,علاج,2,الجيزة,متوسط,66,1,0
4282,علاج,8,الجيزة,عاجل,32,4,1
4283,علاج,8,الإسكندرية,متوسط,8,4,1
4284,علاج,1,الجيزة,متوسط,69,1,0
4285,علاج,9,طنطا,متوسط,18,5,1
4286,لبس,10,بورسعيد,عاجل,17,5,1
4287,علاج,4,الأقصر,متوسط,51,2,1
4288,علاج,5,الجيزة,منخفض,75,3,1
4289,علاج,5,أسوان,متوسط,27,3,1
4290,أكل,8,الإسكندرية,منخفض,75,4,1
4291,لبس,1,بورسعيد,متوسط,74,1,0
4292,علاج,2,الجيزة,عاجل,53,1,0
4293,علاج,5,المنصورة,متوسط,80,3,1
4294,علاج,1,طنطا,منخفض,71,1,0
4295,لبس,4,الجيزة,عاجل,14,2,1
4296,علاج,6,القاهرة,عاجل,52,3,1
4297,علاج,10,الأقصر,منخفض,75,5,1
4298,علاج,4,بورسعيد,متوسط,35,2,1
4299,علاج,7,المنصورة,منخفض,27,4,1
4300,علاج,2,الأقصر,عاجل,73,1,0
4301,لبس,2,القاهرة,عاجل,56,1,0
4302,علاج,1,الجيزة,متوسط,70,1,0
4303,علاج,1,الأقصر,متوسط,76,1,0
4304,أكل,1,القاهرة,متوسط,21,1,0
4305,علاج,9,طنطا,متوسط,16,5,1
4306,أكل,2,القاهرة,عاجل,38,1,0
4307,علاج,5,أسوان,متوسط,71,3,1
4308,أكل,4,بورسعيد,عاجل,10,2,1
4309,علاج,8,الجيزة,متوسط,76,4,1
4310,علاج,7,القاهرة,عاجل,42,4,1
4311,علاج,2,المنصورة,عاجل,27,1,0
4312,أكل,10,الأقصر,عاجل,18,5,1
4313,علاج,1,الإسكندرية,منخفض,72,1,0
4314,لبس,2,الجيزة,عاجل,69,1,0
4315,لبس,6,الإسكندرية,متوسط,10,3,1
4316,علاج,8,أسوان,متوسط,49,4,1
4317,علاج,10,الجيزة,عاجل,71,5,1
4318,علاج,8,الإسكندرية,متوسط,15,4,1
4319,أكل,10,الأقصر,عاجل,32,5,1
4320,أكل,6,الأقصر,عاجل,10,3,1
4321,أكل,6,بورسعيد,متوسط,7,3,1
4322,علاج,7,الإسكندرية,متوسط,9,4,1
4323,لبس,6,أسوان,متوسط,42,3,1
4324,علاج,5,الجيزة,عاجل,18,3,1
4325,لبس,8,الجيزة,متوسط,60,4,1
4326,علاج,10,الأقصر,منخفض,68,5,1
4327,علاج,10,الأقصر,منخفض,73,5,1
4328,أكل,1,أسوان,عاجل,76,1,0
4329,علاج,6,طنطا,متوسط,45,3,1
4330,علاج,6,طنطا,منخفض,38,3,1
4331,علاج,2,المنصورة,عاجل,50,1,0
4332,علاج,6,طنطا,متوسط,4,3,1
4333,أكل,8,القاهرة,منخفض,6,4,1
4334,علاج,5,الجيزة,عاجل,1,3,1
4335,علاج,7,الإسكندرية,متوسط,6,4,1
4336,علاج,2,القاهرة,عاجل,53,1,0
4337,علاج,1,الأقصر,عاجل,63,1,0
4338,علاج,1,المنصورة,متوسط,22,1,0
4339,علاج,2,الجيزة,متوسط,21,1,0
4340,علاج,9,الإسكندرية,عاجل,23,5,1
4341,لبس,1,الأقصر,منخفض,42,1,0
4342,علاج,6,الأقصر,متوسط,1,3,1
4343,أكل,9,الأقصر,متوسط,78,5,1
4344,لبس,2,الجيزة,عاجل,45,1,0
4345,لبس,4,أسوان,متوسط,19,2,1
4346,علاج,10,الإسكندرية,عاجل,56,5,1
4347,علاج,6,المنصورة,منخفض,6,3,1
4348,علاج,4,القاهرة,عاجل,70,2,1
4349,أكل,5,الجيزة,منخفض,37,3,1
4350,علاج,5,الجيزة,متوسط,43,3,1
4351,أكل,5,الأقصر,متوسط,72,3,1
4352,لبس,3,المنصورة,عاجل,11,1,0
4353,علاج,9,بورسعيد,عاجل,50,5,1
4354,علاج,9,القاهرة,منخفض,30,5,1
4355,علاج,2,الإسكندرية,عاجل,29,1,0
4356,علاج,8,الأقصر,عاجل,52,4,1
4357,أكل,6,أسوان,منخفض,42,3,1
4358,لبس,10,الأقصر,منخفض,3,5,1
4359,علاج,10,القاهرة,متوسط,78,5,1
4360,علاج,1,الأقصر,متوسط,20,1,0
4361,علاج,7,القاهرة,متوسط,9,4,1
4362,علاج,6,طنطا,متوسط,31,3,1
4363,لبس,6,المنصورة,عاجل,11,3,1
4364,علاج,8,طنطا,عاجل,29,4,1
4365,علاج,2,الأقصر,منخفض,71,1,0
4366,لبس,4,القاهرة,منخفض,36,2,1
4367,علاج,7,الإسكندرية,منخفض,79,4,1
4368,لبس,5,المنصورة,متوسط,24,3,1
4369,علاج,5,الإسكندرية,عاجل,19,3,1
4370,علاج,5,القاهرة,عاجل,36,3,1
4371,علاج,3,الأقصر,عاجل,43,1,0
4372,علاج,10,الجيزة,متوسط,69,5,1
4373,علاج,5,القاهرة,متوسط,23,3,1
4374,علاج,1,الإسكندرية,متوسط,22,1,0
4375,أكل,4,بورسعيد,عاجل,19,2,1
4376,علاج,10,الأقصر,منخفض,24,5,1
4377,لبس,9,الإسكندرية,منخفض,50,5,1
4378,لبس,1,الإسكندرية,متوسط,56,1,0
4379,علاج,10,الجيزة,متوسط,21,5,1
4380,لبس,3,الجيزة,عاجل,4,1,0
4381,علاج,8,الإسكندرية,عاجل,46,4,1
4382,علاج,3,طنطا,متوسط,78,1,0
4383,أكل,7,بورسعيد,عاجل,46,4,1
4384,أكل,4,الإسكندرية,منخفض,6,2,1
4385,لبس,1,الإسكندرية,عاجل,6,1,0
4386,علاج,10,القاهرة,متوسط,74,5,1
4387,علاج,4,الجيزة,منخفض,29,2,1
4388,علاج,2,القاهرة,عاجل,8,1,0
4389,علاج,10,أسوان,متوسط,13,5,1
4390,علاج,6,طنطا,منخفض,36,3,1
4391,أكل,9,بورسعيد,متوسط,77,5,1
4392,علاج,8,أسوان,عاجل,1,4,1
4393,علاج,4,الإسكندرية,متوسط,30,2,1
4394,علاج,8,المنصورة,منخفض,10,4,1
4395,علاج,5,المنصورة,منخفض,37,3,1
4396,أكل,2,الأقصر,متوسط,26,1,0
4397,علاج,2,الجيزة,منخفض,58,1,0
4398,علاج,7,الإسكندرية,متوسط,45,4,1
4399,علاج,7,الجيزة,عاجل,4,4,1
4400,علاج,2,أسوان,منخفض,71,1,0
4401,علاج,2,القاهرة,عاجل,17,1,0
4402,علاج,2,طنطا,منخفض,71,1,0
4403,أكل,7,المنصورة,منخفض,55,4,1
4404,علاج,3,الإسكندرية,متوسط,63,1,0
4405,لبس,10,الإسكندرية,عاجل,18,5,1
4406,علاج,5,أسوان,متوسط,29,3,1
4407,أكل,5,الإسكندرية,منخفض,40,3,1
4408,أكل,1,بورسعيد,متوسط,44,1,0
4409,علاج,10,الإسكندرية,عاجل,10,5,1
4410,لبس,7,أسوان,منخفض,65,4,1
4411,علاج,4,الإسكندرية,متوسط,69,2,1
4412,أكل,8,بورسعيد,منخفض,64,4,1
4413,علاج,2,أسوان,عاجل,68,1,0
4414,أكل,2,الأقصر,منخفض,4,1,0
4415,علاج,7,طنطا,متوسط,24,4,1
4416,علاج,6,الجيزة,عاجل,63,3,1
4417,لبس,6,بورسعيد,عاجل,63,3,1
4418,علاج,6,طنطا,منخفض,61,3,1
4419,علاج,8,الأقصر,منخفض,55,4,1
4420,لبس,10,الأقصر,منخفض,48,5,1
4421,لبس,7,الإسكندرية,متوسط,1,4,1
4422,علاج,10,طنطا,متوسط,50,5,1
4423,أكل,3,القاهرة,متوسط,17,1,0
4424,علاج,8,الإسكندرية,منخفض,30,4,1
4425,علاج,1,المنصورة,منخفض,28,1,0
4426,لبس,3,الجيزة,عاجل,74,1,0
4427,علاج,6,القاهرة,عاجل,19,3,1
4428,علاج,8,القاهرة,متوسط,45,4,1
4429,علاج,8,الإسكندرية,متوسط,15,4,1
4430,علاج,1,المنصورة,عاجل,27,1,0
4431,علاج,9,الإسكندرية,عاجل,38,5,1
4432,علاج,3,بورسعيد,عاجل,57,1,0
4433,علاج,1,الأقصر,متوسط,9,1,0
4434,علاج,7,المنصورة,عاجل,51,4,1
4435,علاج,4,الإسكندرية,منخفض,55,2,1
4436,أكل,2,الإسكندرية,عاجل,4,1,0
4437,علاج,9,الأقصر,منخفض,35,5,1
4438,لبس,9,بورسعيد,متوسط,28,5,1
4439,علاج,10,طنطا,عاجل,66,5,1
4440,علاج,10,الأقصر,متوسط,11,5,1
4441,علاج,1,أسوان,منخفض,33,1,0
4442,علاج,10,الإسكندرية,عاجل,72,5,1
4443,لبس,10,القاهرة,متوسط,25,5,1
4444,علاج,6,الجيزة,منخفض,28,3,1
4445,علاج,1,الجيزة,عاجل,43,1,0
4446,أكل,8,أسوان,منخفض,8,4,1
4447,علاج,9,القاهرة,متوسط,33,5,1
4448,أكل,5,القاهرة,متوسط,31,3,1
4449,علاج,7,أسوان,عاجل,28,4,1
